user_id,course_id,rating,watch_time,clicked
65559,,4.8,21.05,1
63388,c_002,1.1,32.29,0
9135,,4.4,84.07,1
47135,c_021,4.9,35.4,1
51888,,3.7,51.89,1
44941,c_009,1.4,8.3,1
93846,,1.8,70.31,0
42583,,3.6,72.02,1
76547,c_021,3.0,54.35,0
37494,c_006,4.0,23.6,0
49668,c_001,2.9,92.22,0
89583,c_010,4.8,92.16,1
6931,c_021,1.7,69.83,0
63814,c_006,4.1,91.73,1
54839,,4.5,19.38,1
96759,c_008,4.6,88.33,1
42352,c_007,1.3,17.05,1
4287,,4.2,26.9,1
39040,c_002,2.8,15.06,0
68952,c_001,3.4,48.77,1
1224,,1.2,54.22,1
34018,,1.4,71.36,0
34154,c_011,4.3,2.67,1
44330,,4.7,2.1,0
3853,,2.8,81.32,1
16245,,1.8,5.52,0
19990,c_012,1.9,32.56,0
39721,c_006,3.9,73.21,0
75300,c_002,4.6,87.03,1
9003,,1.1,35.52,0
59665,,2.1,81.97,0
45264,c_009,3.4,77.72,1
92296,c_001,4.8,56.25,0
4482,c_019,3.8,48.35,1
59860,c_020,2.6,52.66,0
26862,,1.3,21.59,1
71729,c_008,4.2,97.05,0
51367,c_003,3.1,63.04,1
74219,c_020,1.3,93.55,0
18765,c_022,1.3,55.32,1
31211,c_014,2.6,24.12,1
70984,,1.3,84.97,1
57412,c_012,2.2,42.13,0
80970,,1.8,26.92,1
63807,c_017,2.7,53.35,1
52484,c_001,2.7,33.89,0
71022,c_022,3.1,10.17,1
13695,c_015,4.0,90.64,0
16648,c_002,3.7,81.59,0
62619,,1.7,83.81,0
51252,c_001,3.7,67.09,0
74722,c_007,3.4,88.16,1
23101,,2.4,51.46,0
73243,,1.9,49.24,1
11639,c_002,3.3,18.98,1
24116,c_017,3.7,59.13,0
39405,c_020,3.6,34.54,1
46492,c_015,5.0,82.14,1
64541,,2.0,70.47,0
75154,c_002,1.8,96.24,0
97621,c_021,4.9,94.65,1
43769,c_016,2.0,17.03,1
60068,,1.7,73.43,0
80802,c_006,4.3,86.29,0
89301,,3.8,12.85,1
80800,c_007,1.1,41.2,1
40102,c_002,4.2,7.53,1
38111,c_012,1.4,86.36,0
31331,c_005,3.8,11.88,1
33638,,3.8,90.75,0
12153,c_004,1.5,61.55,1
48356,c_021,2.6,99.05,1
50581,c_020,3.9,71.88,0
65665,c_018,1.8,87.38,1
50672,,2.5,0.47,1
39116,c_009,3.4,48.02,1
33802,c_010,2.6,86.99,0
62709,c_014,4.4,39.86,1
42376,c_011,1.9,19.53,0
39748,c_016,4.3,30.84,1
96461,c_016,1.3,76.23,1
70181,c_015,2.2,56.55,0
39691,c_011,2.7,81.95,0
95051,c_016,4.7,70.29,1
95096,c_003,3.5,27.33,0
88711,c_022,1.3,71.23,1
21192,c_013,4.2,43.27,0
48256,c_017,4.0,81.45,0
31992,c_009,4.6,2.82,0
64302,c_011,3.5,19.92,1
56563,c_020,4.2,52.32,1
78527,c_011,1.7,94.24,0
23552,c_014,2.8,28.6,1
16769,c_017,4.8,11.13,1
41671,,3.1,88.21,0
67678,,2.3,16.44,1
98413,c_015,1.5,49.99,0
46714,,2.8,7.99,1
2465,c_010,1.6,17.54,1
73048,,3.3,73.59,0
45024,c_009,3.0,43.78,0
8248,c_019,3.6,80.2,0
85825,c_009,2.3,26.37,1
61299,c_015,1.9,71.96,0
8656,,3.5,39.27,0
63403,,3.6,85.13,1
89480,,1.6,54.41,1
37512,c_002,1.3,53.48,1
94139,c_019,4.6,74.99,0
75262,c_003,3.8,93.28,1
97465,c_010,1.3,33.23,0
92480,,2.2,98.81,0
61429,c_008,1.8,38.46,1
53234,,1.2,30.89,0
12157,c_010,3.5,95.4,0
55378,,3.7,29.06,1
35089,c_015,1.1,55.68,1
73405,c_008,4.2,53.14,0
44299,c_003,3.6,94.67,0
17002,c_008,1.9,75.68,1
69286,,4.0,51.55,0
31020,c_016,3.6,14.73,0
50262,c_002,3.9,47.13,0
37237,c_012,4.0,23.36,1
23525,c_014,3.7,31.95,1
22022,c_014,4.7,41.38,1
36992,,3.7,6.55,1
78777,,2.5,44.52,1
51302,c_006,4.9,9.93,0
58392,c_019,1.8,41.56,0
98346,c_002,3.2,71.97,1
83328,c_011,2.3,34.13,1
43299,c_011,4.8,97.97,0
73353,c_011,3.7,98.24,1
33366,,1.7,51.0,1
3931,c_021,2.5,87.18,1
8074,c_018,4.1,60.18,1
6737,c_022,1.5,55.6,1
19621,c_014,4.4,44.71,1
57972,c_002,4.3,71.61,0
38938,,2.3,97.62,1
91640,c_006,1.3,55.27,1
69184,c_013,1.4,46.7,0
44491,c_005,4.4,72.19,1
33545,c_011,2.0,17.29,1
59141,c_010,2.8,66.71,1
36428,c_006,3.2,34.33,1
49584,c_002,1.1,75.29,1
68453,c_019,2.0,69.44,1
32867,c_004,2.2,45.26,1
3511,c_003,1.7,27.84,0
59776,,2.9,79.18,1
82994,c_011,3.1,0.93,0
53864,,4.0,31.78,1
86817,c_010,2.6,5.19,1
79001,,4.8,37.67,1
14751,c_009,2.1,44.78,1
90231,c_012,5.0,76.59,0
3352,c_001,1.8,34.41,1
87597,c_005,4.0,9.32,0
90586,,1.5,58.98,0
75194,c_018,4.0,40.02,1
94917,c_015,2.0,43.61,0
32228,c_007,1.5,73.5,1
83238,,2.8,39.65,1
31691,,1.1,16.61,0
69928,c_004,3.8,37.06,0
82767,c_016,1.2,39.34,1
1431,c_013,2.8,12.67,0
27608,c_006,3.1,78.51,1
33997,c_018,3.8,0.59,0
92105,c_012,3.4,86.95,1
23467,c_021,2.2,10.82,0
4738,,4.7,43.21,0
48151,c_016,4.7,56.75,0
67934,c_002,3.3,14.17,0
21525,,1.8,82.85,1
84829,,4.9,86.71,1
24544,c_020,2.1,22.99,1
99103,c_012,2.8,80.91,1
70819,,3.9,26.34,0
42568,c_015,1.9,88.97,0
48845,c_008,3.0,12.47,0
34555,c_004,1.4,85.38,0
95026,c_018,3.0,71.99,1
69273,,3.0,18.96,1
87479,c_016,1.8,65.08,0
43866,c_001,4.6,27.85,1
35387,c_020,3.9,32.42,0
20488,c_013,2.0,56.24,1
79945,c_016,2.0,80.9,0
51802,c_019,1.5,34.52,1
56597,c_009,2.0,0.05,0
89061,,1.2,97.98,0
36211,c_014,3.9,58.83,1
70006,c_009,1.6,52.61,0
28531,c_006,1.5,43.08,0
32894,c_018,3.9,15.59,0
64882,,1.2,72.55,1
62098,c_008,4.5,99.59,1
33097,c_016,2.1,41.23,1
10237,c_019,4.0,50.24,0
56751,,3.1,31.71,1
41866,c_018,3.1,44.3,1
53045,c_004,4.9,97.68,0
34392,c_008,3.3,77.88,0
34812,c_005,1.1,79.23,0
22019,,2.8,80.97,0
62776,c_020,3.4,5.14,0
49718,c_009,1.2,20.62,0
10335,,4.1,40.4,0
62093,,4.1,55.18,1
89607,,2.5,74.82,0
63620,c_017,2.1,71.82,0
72355,c_013,4.6,50.62,0
2092,c_002,3.2,75.21,0
95392,,2.3,71.06,1
17500,,3.1,12.3,1
51065,,3.8,67.34,1
66581,c_006,3.3,94.12,0
41533,c_006,4.7,82.43,0
34176,c_003,4.2,60.7,1
31210,c_011,1.8,88.31,1
50204,c_012,2.4,80.73,0
80353,c_011,4.2,43.82,1
85265,c_016,4.1,75.7,1
71688,c_016,2.0,53.37,1
26403,c_011,3.6,65.05,1
58930,c_004,2.2,43.53,1
91752,c_021,1.5,61.68,1
64168,c_006,4.7,31.41,1
24396,c_018,2.0,39.87,1
17536,,2.7,38.41,0
89323,,2.0,41.96,0
71662,c_004,1.8,35.67,1
94383,c_001,4.4,84.37,0
27,c_008,2.1,14.61,0
40475,,4.1,59.69,0
97837,,2.8,78.21,0
83687,c_010,1.4,13.4,1
3385,c_009,1.8,84.34,1
84240,c_004,2.0,95.28,1
93524,c_017,3.0,71.39,0
86567,c_015,1.9,87.79,0
30073,c_018,2.4,41.76,0
82070,c_022,2.0,67.4,0
41298,c_013,4.5,39.1,0
77902,c_017,1.4,14.08,0
62637,,4.7,34.24,0
8836,c_017,3.4,46.75,0
64944,,2.9,41.74,0
75882,c_001,2.4,56.33,0
63784,c_016,4.7,95.96,0
60946,c_016,4.7,85.66,1
43527,c_020,2.2,53.76,1
49627,c_009,3.0,11.61,0
42653,,3.6,49.66,1
57200,c_021,4.2,10.42,0
47598,c_006,2.4,4.71,0
52869,c_005,4.0,43.14,0
82550,c_009,4.0,21.23,1
63074,c_017,2.9,69.01,0
71787,c_008,4.6,2.48,1
78752,c_017,1.9,1.61,1
98804,c_013,3.7,55.3,1
14045,c_021,2.3,40.99,1
1530,c_011,1.2,16.49,1
29697,c_013,1.6,18.33,0
3518,c_008,3.2,28.49,0
46025,c_014,4.7,78.66,1
50148,,2.2,18.12,1
4218,c_002,1.6,2.38,0
85126,c_017,3.9,36.04,1
12118,c_011,4.6,33.61,0
75785,c_014,3.7,77.01,1
26017,c_013,1.7,31.25,0
32802,c_016,2.2,25.24,0
3751,c_004,4.8,22.61,0
99952,c_007,2.2,39.16,0
44463,,2.7,11.35,0
35384,c_007,1.5,56.89,0
36758,c_016,4.8,29.54,1
78769,c_005,3.3,59.97,1
28778,c_006,5.0,33.32,0
99226,c_001,3.5,31.77,0
1012,c_014,3.0,90.07,0
83616,c_015,4.7,64.56,0
36542,c_003,3.1,71.23,1
30262,c_014,4.7,6.56,1
40313,c_013,1.0,13.22,1
2827,c_017,2.6,49.07,0
9057,c_005,4.0,2.47,1
57374,c_012,3.2,1.06,0
38877,c_015,4.5,52.02,0
63725,c_016,4.1,61.7,0
57990,,4.1,20.03,0
86368,c_018,1.6,36.41,1
61391,,1.3,75.3,1
1105,c_021,3.7,84.21,1
52422,c_006,2.3,54.13,0
63665,c_016,2.0,41.72,0
14670,c_019,1.8,70.67,1
30269,c_012,2.5,41.49,1
94966,c_017,2.3,97.13,0
50216,c_001,4.1,78.36,1
62822,,4.9,14.46,0
22026,c_011,3.6,25.49,0
53241,c_013,2.9,4.06,1
35441,c_007,4.5,41.41,0
33883,,3.1,46.07,0
57317,c_008,4.4,23.84,0
17364,c_006,1.6,41.13,0
79104,c_002,2.5,20.04,1
24197,c_016,4.4,82.99,0
28146,c_013,4.5,41.3,0
8058,c_019,1.8,55.78,1
86822,c_010,1.4,34.59,1
50629,c_014,4.5,82.79,0
40922,c_013,2.5,15.42,1
38236,c_022,1.9,47.62,0
13224,c_022,4.7,71.11,0
64439,,1.7,40.55,0
99048,c_018,2.6,32.41,0
82043,c_018,2.1,4.62,1
96250,c_004,4.0,80.58,1
34580,c_008,1.6,16.28,0
45170,c_013,4.1,30.77,0
20682,c_001,4.9,66.25,1
45645,c_017,2.2,44.9,1
54320,c_020,1.4,33.11,0
18427,c_002,1.6,35.35,0
91318,c_010,1.6,88.63,1
23499,,3.3,26.24,0
10193,c_003,2.3,57.49,0
46820,c_001,2.9,73.81,1
78072,c_020,1.1,34.16,1
54622,,2.2,7.31,0
7052,c_018,1.0,81.67,1
363,c_018,1.4,41.96,1
6086,c_007,1.8,11.6,0
79718,c_022,1.5,11.64,0
4167,c_016,3.6,99.56,1
65994,,4.9,52.05,1
42406,c_013,4.6,34.7,1
41845,c_007,1.4,95.54,1
20788,c_005,3.5,87.61,0
32172,,2.2,27.05,1
